============Training Loss (Thu Mar  4 16:07:36 2021)===========
(phase: train, epoch: 1, iters: 20, time: 1211131243.226, data:0.791) loss: 0.987 
(phase: train, epoch: 1, iters: 40, time: 1211131243.318, data:0.001) loss: 1.110 
(phase: train, epoch: 1, iters: 60, time: 1211131243.414, data:0.000) loss: 0.959 
(phase: train, epoch: 1, iters: 80, time: 1211131243.505, data:0.000) loss: 1.000 
(phase: train, epoch: 1, iters: 100, time: 1211131243.599, data:0.000) loss: 0.972 
(phase: train, epoch: 1, iters: 120, time: 1211131243.697, data:0.000) loss: 1.083 
(phase: train, epoch: 1, iters: 140, time: 1211131243.789, data:0.000) loss: 1.025 
(phase: train, epoch: 1, iters: 160, time: 1211131243.881, data:0.000) loss: 1.025 
(phase: train, epoch: 1, iters: 180, time: 1211131243.971, data:0.000) loss: 1.006 
(phase: train, epoch: 1, iters: 200, time: 1211131244.063, data:0.001) loss: 0.985 
(phase: train, epoch: 1, iters: 220, time: 1211131244.158, data:0.000) loss: 1.000 
(phase: train, epoch: 1, iters: 240, time: 1211131244.248, data:0.000) loss: 0.907 
(phase: train, epoch: 1, iters: 260, time: 1211131244.340, data:0.000) loss: 1.003 
(phase: train, epoch: 1, iters: 280, time: 1211131244.431, data:0.000) loss: 1.140 
(phase: train, epoch: 1, iters: 300, time: 1211131244.523, data:0.000) loss: 1.025 
(phase: train, epoch: 1, iters: 320, time: 1211131244.615, data:0.000) loss: 1.020 
(phase: train, epoch: 1, iters: 340, time: 1211131244.707, data:0.000) loss: 0.983 
(phase: train, epoch: 1, iters: 360, time: 1211131244.800, data:0.001) loss: 0.940 
(phase: train, epoch: 1, iters: 380, time: 1211131244.893, data:0.000) loss: 1.002 
(phase: train, epoch: 1, iters: 400, time: 1211131244.986, data:0.000) loss: 1.128 
(phase: train, epoch: 1, iters: 420, time: 1211131245.127, data:0.000) loss: 0.944 
(phase: train, epoch: 1, iters: 440, time: 1211131245.218, data:0.001) loss: 1.054 
(phase: train, epoch: 1, iters: 460, time: 1211131245.311, data:0.000) loss: 1.009 
(phase: train, epoch: 1, iters: 480, time: 1211131245.402, data:0.000) loss: 0.990 
(phase: train, epoch: 1, iters: 500, time: 1211131245.497, data:0.000) loss: 0.983 
(phase: train, epoch: 1, iters: 520, time: 1211131245.590, data:0.001) loss: 1.027 
(phase: train, epoch: 1, iters: 540, time: 1211131245.680, data:0.000) loss: 1.033 
(phase: train, epoch: 1, iters: 560, time: 1211131245.775, data:0.000) loss: 0.998 
(phase: train, epoch: 1, iters: 580, time: 1211131245.866, data:0.000) loss: 1.011 
(phase: train, epoch: 1, iters: 600, time: 1211131245.957, data:0.000) loss: 0.975 
(phase: train, epoch: 1, iters: 620, time: 1211131246.048, data:0.000) loss: 1.012 
(phase: train, epoch: 1, iters: 640, time: 1211131246.140, data:0.000) loss: 1.015 
(phase: train, epoch: 1, iters: 660, time: 1211131246.233, data:0.000) loss: 0.982 
(phase: train, epoch: 1, iters: 680, time: 1211131246.328, data:0.000) loss: 0.966 
(phase: train, epoch: 1, iters: 700, time: 1211131246.422, data:0.000) loss: 1.011 
(phase: train, epoch: 1, iters: 720, time: 1211131246.518, data:0.000) loss: 1.012 
(phase: train, epoch: 1, iters: 740, time: 1211131246.610, data:0.000) loss: 1.023 
(phase: train, epoch: 1, iters: 760, time: 1211131246.703, data:0.000) loss: 0.954 
(phase: train, epoch: 1, iters: 780, time: 1211131246.795, data:0.000) loss: 0.943 
(phase: train, epoch: 1, iters: 800, time: 1211131246.885, data:0.000) loss: 1.021 
